active,calibration_rounds,candidate_opportunities,condition,deep_faces_global,faces,gate_admissions,gate_deep_window,gate_window,global_spatial_rms_centi,lindsey_fallbacks,lindsey_statuses,lindsey_valid_rounds,max_rounds,methods,mode,parent_scale,round_admitted_prefix,runtime,seed,stages,vertices,window_deep_faces,window_faces,window_nonquad_rms_centi
81,6,762,flat_p50_clean,0,128,0,0,0,0.28850538131521114,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.97,1,3,289,0,6,0.05857644083503477
81,6,756,flat_p78_heavytail,0,128,0,0,0,13.736394484884473,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.08,0,3,289,0,6,4.072212433580838
81,6,762,flat_p50_clean,0,128,0,0,0,0.3127417659639202,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.86,3,3,289,0,6,0.1642646990092401
81,6,759,flat_p78_corr05,0,128,0,0,0,7.600015063356225,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.96,2,3,289,0,6,2.515142485336807
81,6,756,flat_p78_clean,0,128,0,0,0,0.4100548545991092,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,1.94,3,3,289,0,6,0.100342541371235
81,6,774,flat_p78_gauss_equaln,0,128,0,0,0,1.422021501239119,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.02,1,3,289,0,6,0.2506816142324585
81,6,762,flat_p50_clean,0,128,0,0,0,0.3547158950884315,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.0,4,3,289,0,6,0.06238818119537306
81,6,756,flat_p97_clean,0,128,0,0,0,0.7996322672804084,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.12,3,3,289,0,6,0.23912216477089812
81,6,759,flat_p78_gauss,0,128,0,0,0,9.636195821303092,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.03,1,3,289,0,6,6.668002213810132
81,6,759,flat_p78_gauss,0,128,0,0,0,8.510371222981625,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.08,0,3,289,0,6,2.941879778544071
81,6,759,flat_p78_corr01,0,128,0,0,0,9.451050418216653,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.1,1,3,289,0,6,6.472944505509779
81,6,759,flat_p78_heavytail,0,128,0,0,0,6.334928567989183,0,"{""empty-input"": 6}",0,80,"{""permutation-BH"": 6}",perm_bh_k05,0.25,0,2.03,1,3,289,0,6,2.0344371642153756
